200,2010,"SLIPS EATERY INC",SEAT,,,"1500 BARRANCAS",,,PENSACOLA,FL,32502,27,(850)432-1119,"SLIPS EATERY",,"1500 BARRANCAS",,,PENSACOLA,FL,325014560,27,(850)432-1119,6,15,SEA2701089,20,20,06/01/2017,05/17/2016,76,"Risk Level 2",
200,2010,"SEAGRAPE ENT OF APALACH INC",SEAT,,,"123 WATER ST",,,APALACHICOLA,FL,323201736,29,(850)653-8139,CAROLINE'S,,"123 WATER ST",,,APALACHICOLA,FL,323201736,29,(850)653-8139,6,16,SEA2900249,20,20,06/01/2017,05/19/2016,100,"Risk Level 2",
200,2010,"MARTIN WILLIAM M",SEAT,,,"600 E GREGORY ST",,,PENSACOLA,FL,325014153,27,(850)433-6789,"MCGUIRES IRISH PUB",,"600 E GREGORY ST",,,PENSACOLA,FL,325014153,27,(850)433-6789,6,15,SEA2702173,20,20,06/01/2017,01/06/2016,367,"Risk Level 2",
200,2010,"ESCAMBIA COUNTY BOARD CNTY COM",SEAT,,,"201 E GREGORY ST",,,PENSACOLA,FL,325014956,27,850-432-5104,"PENSACOLA CIVIC CENTER",,"201 E GREGORY ST",,,PENSACOLA,FL,325014956,27,850-432-5104,6,15,SEA2702505,20,20,06/01/2017,05/06/2016,500,"Risk Level 2",
200,2010,"ESCAMBIA COUNTY BOARD CNTY COM",NOST,,,"201 E GREGORY ST",,,PENSACOLA,FL,325014956,27,(850)432-5104,"CIVIC CENTER CONCESSION #3",,"201 E GREGORY ST",,,PENSACOLA,FL,325014956,27,(850)432-5104,6,15,NOS2702508,20,20,06/01/2017,05/06/2016,0,"Risk Level 1",
200,2010,"NOWAK ENTERPRISES INC",SEAT,,,"200 LURTON ST",,,PENSACOLA,FL,32505,27,850-438-5133,"MCDONALDS #7102",,"6003 MOBILE HWY",,,PENSACOLA,FL,325261234,27,(850)453-1273,6,02,SEA2702516,20,20,06/01/2017,11/12/2015,104,"Risk Level 1",
200,2010,"WENDCO CORP",SEAT,,,"220 W GARDEN ST STE 500",,,PENSACOLA,FL,32502,27,,"WENDYS #104",,"1049 NAVY BLVD",,,PENSACOLA,FL,325071248,27,(850)456-2648,6,03,SEA2701429,20,20,06/01/2017,02/16/2016,91,"Risk Level 2",
200,2010,"CORDOVA LANES INC",SEAT,,,"2111 AIRPORT BLVD",,,PENSACOLA,FL,325048917,27,(850)477-2300,"CORDOVA LANES SNK BAR",,"2111 AIRPORT BLVD",,,PENSACOLA,FL,325048917,27,(850)477-2300,6,15,SEA2701501,20,20,06/01/2017,05/18/2016,24,"Risk Level 2",
200,2010,"LANDRY'S SEAFOOD HSE-FLA INC",SEAT,,"LICENSING DEPT","1510 W LOOP S FWY",,,HOUSTON,TX,77027,744,,"SALTGRASS STEAKHOUSE",,"905 E GREGORY ST",,,PENSACOLA,FL,32501,27,850-433-3562,6,15,SEA2701564,20,20,06/01/2017,06/30/2016,230,"Risk Level 2",
200,2010,"WENDCO CORP",SEAT,,,"220 W GARDEN ST  STE 500",,,PENSACOLA,FL,32502,27,,"WENDYS #107",,"1706 W FAIRFIELD DRIVE",,,PENSACOLA,FL,325011037,27,4320208,6,15,SEA2701794,20,20,06/01/2017,05/26/2016,88,"Risk Level 2",
200,2010,"JRN INC",SEAT,,"JRN INC","209 W 7TH ST",,,COLUMBIA,TN,38401,27,,"KENTUCKY FRIED CHICKEN #426",,"5080 N 9 AVE",,,PENSACOLA,FL,325048720,27,(850)484-6411,6,15,SEA2704967,20,20,06/01/2017,06/30/2016,41,"Risk Level 2",
200,2010,"NPC INTERNATIONAL INC",NOST,,"NPC INTERNATIONAL INC","720 W 20 ST",,,PITTSBURG,KS,66762,13,,"PIZZA HUT #2063",,"3900 CREIGHTON RD",,,PENSACOLA,FL,325044658,27,(850)478-2966,6,15,NOS2704983,20,20,06/01/2017,10/27/2015,0,"Risk Level 1",
200,2010,"BLUE PARROT OCEANFRONT CAFE IN",SEAT,,,"68 W GORRIE",,,"ST GEORGE ISLAND",FL,32328,29,(850)927-2987,"BLUE PARROT OCEANFRONT CAFE",,"68 W GORRIE",,,"ST GEORGE ISLAND",FL,32328,29,(850)927-2987,6,16,SEA2900207,20,20,06/01/2017,05/26/2016,190,"Risk Level 2",
200,2010,"NOWAK ENTERPRISES INC",SEAT,,,"200 LURTON ST",,,PENSACOLA,FL,32505,27,850-438-5133,"MCDONALDS #10120",,"7915 N DAVIS HWY",,,PENSACOLA,FL,325147562,27,(850)478-7963,6,03,SEA2702967,20,20,06/01/2017,06/30/2016,84,"Risk Level 1",
200,2010,"NPC INTERNATIONAL INC",NOST,,"NPC INTERNATIONAL INC","720 W 20 ST",,,PITTSBURG,KS,66762,13,,"PIZZA HUT #2065",,"120 ENTRANCE ROAD SUITE 2",,,PENSACOLA,FL,325071100,27,(850)453-4500,6,03,NOS2702975,20,20,06/01/2017,06/30/2016,0,"Risk Level 1",
200,2010,"GEORGIOS PIZZA OF PENSACOLA IN",SEAT,,,"3000 E CERVANTES",,,PENSACOLA,FL,325036421,27,(850)432-5996,"GEORGIO'S PIZZA",,"3000 E CERVANTES",,,PENSACOLA,FL,325036421,27,(850)432-5996,6,03,SEA2703032,20,20,06/01/2017,03/22/2016,40,"Risk Level 2",
200,2010,"PATTI JOSEPH B",SEAT,,,"610 S C ST",,,PENSACOLA,FL,325015427,27,(850)434-3193,"CAPT JOEY PATTI DELI",,"610 S C ST",,,PENSACOLA,FL,325015427,27,(850)434-3193,6,15,SEA2703048,20,20,06/01/2017,05/12/2016,60,"Risk Level 2",
200,2010,"NOWAK ENTERPRISES INC",SEAT,,,"200 LURTON ST",,,PENSACOLA,FL,32505,27,850-438-5133,MCDONALDS,,"4990 BAYOU BLVD",,,PENSACOLA,FL,325032502,27,(850)476-5529,6,03,SEA2705064,20,20,06/01/2017,03/09/2016,65,"Risk Level 1",
200,2010,"BRINKER FLORIDA INC",SEAT,,"BRINKER FLORIDA INC ATTN LEGAL DEPT","6820 LBJ FREEWAY",,,DALLAS,TX,75240,744,,"CHILI'S GRILL & BAR #317",,"4781 BAYOU BLVD",,,PENSACOLA,FL,325032607,27,(850)476-7881,6,03,SEA2705083,20,20,06/01/2017,03/17/2016,217,"Risk Level 2",
200,2010,"PENSACOLA FOODS INC",SEAT,,"PENSACOLA FOODS INC #267 ","1326 E LUMSDEN RD",,,BRANDON,FL,335116717,27,,"HUNGRY HOWIE'S PIZZA & SUBS",,"610 N NAVY BLVD",,,PENSACOLA,FL,325071242,27,(850)457-6900,6,03,SEA2705167,20,20,06/01/2017,09/01/2015,42,"Risk Level 1",
200,2010,"SIDELINES SPORTS BAR & REST",SEAT,,"SIDELINES SPORTS BAR ","PO BOX 1373",,,"GULF BREEZE",FL,325621373,27,,"SIDELINES SPORTS BAR & REST",,"2 VIA DELUNA",,,"PENSACOLA BCH",FL,325612065,27,(850)934-3660,6,15,SEA2705032,20,20,06/01/2017,03/08/2016,213,"Risk Level 2",
200,2010,"FAUBLE RICHARD JR",SEAT,,,"305 E KING ST",,,QUINCY,FL,323512436,30,(850)875-2526,"MCFARLIN HOUSE",,"305 E KING ST",,,QUINCY,FL,323512436,30,(850)875-2526,6,01,SEA3000256,20,20,06/01/2017,07/28/2015,13,"Risk Level 1",
200,2010,"SILVER WOLF INVESTMENTS",SEAT,,,"4284 CAMDEN RD",,,TALLAHASSEE,FL,32303,47,(850)875-4782,"SUBWAY OF QUINCY",,"1013 W JEFFERSON ST",,,QUINCY,FL,323512209,30,(850)875-4782,6,01,SEA3000225,20,20,06/01/2017,07/01/2016,36,"Risk Level 1",
200,2010,"ROOKS MARINA INC",SEAT,,,"505 BAYOU BLVD",,,PENSACOLA,FL,325036327,27,4330511,"MARINA OYSTER BARN",,"505 BAYOU BLVD",,,PENSACOLA,FL,325036327,27,4330511,6,03,SEA2700129,20,20,06/01/2017,04/26/2016,91,"Risk Level 2",
200,2010,"PNS HOTEL GROUP",SEAT,,,"2187 AIRPORT BLVD",,,PENSACOLA,FL,32504,27,4781123,"HAMPTON INN-AIRPORT BRK BAR",,"2187 AIRPORT BLVD",,,PENSACOLA,FL,32504,27,4781123,6,15,SEA2705384,20,20,06/01/2017,09/30/2015,42,"Risk Level 1",
200,2010,"DHARMA BLUE INC",SEAT,,,"300 S ALCANEZ",,,PENSACOLA,FL,325016013,27,(850)433-1275,"DHARMA BLUE",,"300 S ALCANEZ",,,PENSACOLA,FL,325016013,27,(850)433-1275,6,15,SEA2705240,20,20,06/01/2017,05/17/2016,150,"Risk Level 2",
200,2010,"J L O INC",SEAT,,"MCDONALD'S #16238","1110 N 9 AVE",,,PENSACOLA,FL,32501,27,(850)457-0560,"MCDONALD`S #16238",,"5 S BLUE ANGEL PKWY",,,PENSACOLA,FL,32506,27,(850)457-0560,6,02,SEA2705277,20,20,06/01/2017,01/06/2016,48,"Risk Level 1",
200,2010,"MAJOR BARBARA D &CHARLES F III",SEAT,,,"203 W GREGORY ST",,,PENSACOLA,FL,32501,27,(850)434-2818,"PENSACOLA VICTORIAN BED & BREA",,"203 W GREGORY ST",,,PENSACOLA,FL,32501,27,(850)434-2818,6,15,SEA2705302,20,20,06/01/2017,10/16/2015,8,"Risk Level 1",
200,2010,"CRICKET OF NORTHWEST FLA INC",SEAT,,,"500 N HWY 29 #A",,,CANTONMENT,FL,32533,27,850-968-1056,"PORKY'S PIZZA",,"500 N HWY 29 #A",,,CANTONMENT,FL,32533,27,850-968-1056,6,02,SEA2705307,20,20,06/01/2017,03/29/2016,28,"Risk Level 2",
200,2010,"SPARE RIB INC",SEAT,,"BRYAN K SMITH ","3783 HARTSFIELD RD",,,TALLAHASSEE,FL,32303,27,,"SONNY'S BAR-B-QUE",,"630 N NAVY BLVD",,,PENSACOLA,FL,32507,27,5759997,6,03,SEA2705575,20,20,06/01/2017,04/20/2016,180,"Risk Level 2",
200,2010,"KRYSTAL COMPANY",SEAT,,"KRYSTAL COMPANY","1455 LINCOLN PARKWAY, SUITE 600",,,DUNWOODY,GA,374022554,710,,"KRYSTAL COMPANY PEN004",,"5660 N 9 AVE",,,PENSACOLA,FL,32504,27,4773623,6,15,SEA2705583,20,20,06/01/2017,02/03/2016,38,"Risk Level 2",
200,2010,"WENDCO CORPORATION",SEAT,,,"220 W GARDEN ST STE 500",,,PENSACOLA,FL,32502,27,,"WENDYS #122",,"8080 W HWY 98",,,PENSACOLA,FL,32506,27,4335425,6,02,SEA2705589,20,20,06/01/2017,03/25/2016,94,"Risk Level 2",
200,2010,"SISTERS RESTAURANT AND CATERING INC",SEAT,,"JULIE J DUARTE","236 REID AVE",,,"PORT ST JOE",FL,32456,33,,"SISTER'S RESTAURANT & CATERING INC",,"236 REID AVE",,,"PORT ST JOE",FL,32456,33,2297121,6,16,SEA3300550,20,20,06/01/2017,06/10/2016,91,"Risk Level 2",
200,2010,"CYPRESS LAKES GOLF CLUB INC",SEAT,,,"2365 OLD CHEMSTRAND RD",,,CANTONMENT,FL,32533,27,,"CYPRESS LAKES GOLF CLUB",,"2365 OLD CHEMSTRAND RD",,,CANTONMENT,FL,32533,27,850-937-3820,6,02,SEA2705453,20,20,06/01/2017,08/19/2015,20,"Risk Level 1",
200,2010,"SCHOELLES REGAN H",SEAT,,,"8066 W HWY 98",,,"PORT SAINT JOE",FL,32456,33,6472800,"REGANS PUB & OYSTER BAR",,"8066 W HWY 98",,,"PORT SAINT JOE",FL,32456,33,6472800,6,16,SEA3300622,20,20,06/01/2017,06/10/2016,30,"Risk Level 2",
200,2013,"E J'S FOOD COMPANY INC",CATR,,"C/O CLASSIC CITY CATERING","214 W INTENDENCIA ST",,,PENSACOLA,FL,32501-5710,27,850-433-8064,"CLASSIC CITY CATERING",,"214 W INTENDENCIA ST",,,PENSACOLA,FL,325015710,27,(850)433-8064,6,15,CAT2705177,20,20,06/01/2017,05/19/2016,0,"Risk Level 2",
200,2014,"KENDALL JOHN T",MFDV,,"JOHN T KENDALL ","3030 DESERT ST",,,PENSACOLA,FL,32514,27,,"A HOT DOG STAND",,"8084 N DAVIS HWY",,,PENSACOLA,FL,32514,27,4848787,6,03,MFD2750133,20,20,06/01/2017,05/17/2016,0,"Risk Level 1",
200,2014,"BANAWA SERNY A",MFDV,,"SERNY A BANAWA","8013 MOSSY CREEK RD",,,PENSACOLA,FL,32526,27,,"KABOBS N STUFF",,"1717 N T ST",,,PENSACOLA,FL,32505,27,4565373,6,02,MFD2750077,20,20,06/01/2017,06/25/2016,0,"Risk Level 1",
200,2010,"NPC INTERNATIONAL INC",SEAT,,"NPC INTERNATIONAL INC","720 W 20 ST",,,PITTSBURG,KS,66762,13,,"PIZZA HUT #2058",,"4347 W LAFAYETTE ST",,,MARIANNA,FL,32446,42,850-526-2545,6,09,SEA4200112,20,20,06/01/2017,04/21/2016,100,"Risk Level 2",
200,2010,"GALO ENTERPRISES INC",SEAT,,"SUBWAY #2927","PO BOX 547",,,CHIPLEY,FL,32428,77,,SUBWAY,,"4469 W LAFAYETTE ST",,,MARIANNA,FL,32446,42,(850)482-7829,6,09,SEA4200258,20,20,06/01/2017,06/30/2016,28,"Risk Level 1",
200,2010,"JEFFERSON CO KENNEL INC",NOST,,"JEFFERSON COUNTY KENNEL CLUB ","PO BOX 400",,,MONTICELLO,FL,323450400,43,,"GRAND STD CONCESSION 2",,"N HIGHWAY 19",,,MONTICELLO,FL,32344,43,,6,01,NOS4300015,20,20,06/01/2017,08/06/2015,0,"Risk Level 1",
200,2010,"MCCLENDON MARTHA",SEAT,,,"295 W PALMER MILL RD",,,MONTICELLO,FL,32344,43,3423541,"COTTAGE B&B RESTAURANT",,"295 W PALMER MILL RD",,,MONTICELLO,FL,32344,43,3423541,6,01,SEA4300153,20,20,06/01/2017,05/18/2016,25,"Risk Level 1",
200,2010,"NPC INTERNATIONAL INC",SEAT,,"NPC INTERNATIONAL","720 W 20 ST",,,PITTSBURG,KS,66762,13,,"PIZZA HUT #2053",,"2117 S WAUKESHA ST",,,BONIFAY,FL,32425,40,(850)547-5900,6,09,SEA4000097,20,20,06/01/2017,04/26/2016,97,"Risk Level 2",
200,2010,"D J ENTERPRISES OF PANAMA CITY",SEAT,,"D J ENTERPRISES OF PC INC","P O BOX 20275",,,"PANAMA CITY",FL,32417,13,,"TACO BELL #5567",,"4689 E US HWY 90",,,MARIANNA,FL,32446,42,(850)526-2012,6,09,SEA4200379,20,20,06/01/2017,11/04/2015,57,"Risk Level 1",
200,2010,"MADISON'S WAREHOUSE INC",SEAT,,,"2881 MADISON ST",,,MARIANNA,FL,32446-3413,42,(850)526-4000,"MADISON'S WAHREHOUSE INC",,"2881 MADISON ST",,,MARIANNA,FL,324463413,42,(850)526-5000,6,09,SEA4200387,20,20,06/01/2017,05/18/2016,95,"Risk Level 2",
200,2010,"WAFFLE HOUSE INC",SEAT,,"ATT  TAX DEPARTMENT","P O BOX 6450",,,NORCROSS,GA,30091-6450,710,770-729-5700,"WAFFLE HOUSE 919",,"2215 HWY 71",,,MARIANNA,FL,32448-2541,42,850-482-2247,6,09,SEA4200392,20,20,06/01/2017,06/30/2016,42,"Risk Level 2",
200,2010,"MARIANNA FOODS INC",SEAT,,"HUNGRY HOWIES #295 ","18883 NE ROY GOLDEN RD",,,BLOUNTSTOWN,FL,32424,42,,"HUNGRY HOWIES",,"4470 LAFAYETTE ST",,,MARIANNA,FL,32446,42,850-526-7878,6,09,SEA4200428,20,20,06/01/2017,10/28/2015,32,"Risk Level 1",
200,2010,"CLASSICAL BMW INC",NOST,,,"2915 JEFFERSON ST",,,MARIANNA,FL,32446,42,4823333,"DOMINOS PIZZA",,"2915 JEFFERSON ST",,,MARIANNA,FL,32446,42,4823333,6,09,NOS4200444,45,20,06/01/2016,10/28/2015,0,"Risk Level 1",
200,2010,"KENDALL BARBARA J",SEAT,,"BARBARA KENDALL ","PO BOX 1051",,,MARIANNA,FL,32447,42,,"BOBBIES WAFFLE IRON",,"4509 E LAFAYETTE",,,MARIANNA,FL,324463467,42,(850)526-5055,6,09,SEA4200226,20,20,06/01/2017,04/25/2016,49,"Risk Level 2",
200,2010,"GALO ENTERPRISES INC",SEAT,,"SUBWAY &3688","PO BOX 547",,,CHIPLEY,FL,32428,77,,"SUBWAY SANDWICHES",,"5418 COTTON ST",,,GRACEVILLE,FL,32440,42,(850)263-4317,6,09,SEA4200265,20,20,06/01/2017,12/14/2015,48,"Risk Level 1",
200,2010,"PADMAVATI INC",SEAT,,,"2226 HWY 71",,,MARIANNA,FL,32448,42,850-482-4770,"SUPER 8 MOTEL",,"2226 HWY 71",,,MARIANNA,FL,32448,42,850-482-4770,6,09,SEA4200476,20,20,06/01/2017,10/21/2015,10,"Risk Level 1",
200,2010,"JEFFERSON CO KENNEL INC",NOST,,"JEFFERSON COUNTY KENNEL CLUB ","PO BOX 400",,,MONTICELLO,FL,323450400,43,,"GRAND STD CONCESSION 1",,"N HWY 19",,,MONTICELLO,FL,32344,43,,6,01,NOS4300008,20,20,06/01/2017,08/06/2015,0,"Risk Level 1",
200,2010,"JEFFERSON CO KENNEL INC",SEAT,,"JEFFERSON COUNTY KENNEL CLUB","P O BOX 400",,,MONTICELLO,FL,32345-0400,43,,"TURF CLUB RESTAURANT",,"N HWY 19",,,MONTICELLO,FL,32344,43,850-997-2561,6,01,SEA4300019,20,20,06/01/2017,08/06/2015,150,"Risk Level 1",
200,2010,"MURPHY PAT",SEAT,,,"635 S JEFFERSON ST",,,MONTICELLO,FL,32344,43,(850)997-4939,"CHICKEN DELITE",,"635 S JEFFERSON ST",,,MONTICELLO,FL,323441823,43,(850)997-4939,6,01,SEA4300034,20,20,06/01/2017,05/05/2016,40,"Risk Level 2",
200,2010,"JEFFERSON COUNTRY CLUB INC",SEAT,,"JEFFERSON COUNTRY CLUB","PO BOX 487",,,MONTICELLO,FL,32344,43,,"CLUB KITCHEN",,"748 CR 149",,,MONTICELLO,FL,32344,43,(850)997-5484,6,01,SEA4300099,20,20,06/01/2017,08/07/2015,120,"Risk Level 1",
200,2010,"REGISTER GLENN",SEAT,,,"5325 COTTON ST",,,GRACEVILLE,FL,324402249,42,(850)263-3292,"CIRCLE GRILL",,"5325 COTTON ST",,,GRACEVILLE,FL,324402249,42,(850)263-3292,6,09,SEA4200044,20,20,06/01/2017,05/05/2016,96,"Risk Level 2",
200,2010,"KINDEL LANES INC",SEAT,,"WILLIAM KINDELSPIRE ","4679 HIGHWAY 90",,,MARIANNA,FL,324463505,42,,"KINDEL LANES",,"4679 E HWY 90",,,MARIANNA,FL,324463505,42,(850)526-4492,6,09,SEA4200180,20,20,06/01/2017,10/12/2015,24,"Risk Level 1",
200,2010,"GALO ENTERPRISES INC",SEAT,,"SUBWAY #12830","PO BOX 547",,,CHIPLEY,FL,32428,77,,"SUBWAY 12830",,"2670 HWY 231",,,COTTONDALE,FL,324317324,42,(850)263-7144,6,09,SEA4200389,20,20,06/01/2017,08/07/2015,22,"Risk Level 1",
200,2010,"FOSTER EVAN",SEAT,,,"4412 LAFAYETTE ST",,,MARIANNA,FL,324463309,42,(850)526-1276,GAZEBO,,"4412 LAFAYETTE ST",,,MARIANNA,FL,324463309,42,(850)526-1276,6,09,SEA4200414,20,20,06/01/2017,05/06/2016,100,"Risk Level 2",
200,2010,"SPARE RIB INC",SEAT,,"BRYAN K SMITH","3783 HARTSFIELD RD",,,TALLAHASSEE,FL,32303,42,,"SONNY'S REAL PIT BAR-B-Q",,"2250 HWY 71",,,MARIANNA,FL,32448,42,(850)526-7274,6,09,SEA4200423,20,20,06/01/2017,02/10/2016,180,"Risk Level 2",
200,2010,"RUBY TUESDAY INC",SEAT,,"ATTENTION:TAX AND LICENSE ","150 W CHURCH AVE",,,MARYVILLE,TN,37801,42,,"RUBY TUESDAY 4412",,"2171 POST OAK LN",,,MARIANNA,FL,32448,42,5267100,6,09,SEA4200455,20,20,06/01/2017,04/19/2016,200,"Risk Level 2",
200,2010,"CRADDOCK MARY",SEAT,,"GRACEVILLE BINGO ","PO BOX 751",,,GRACEVILLE,FL,324400751,42,,"GRACEVILLE BINGO",,"5361 COTTON ST",,,GRACEVILLE,FL,32440,42,850.263.5840,6,09,SEA4200464,20,20,06/01/2017,08/25/2015,250,"Risk Level 1",
200,2010,"NEILKANTH INVESTMENTS INC",SEAT,,"MARIANNA HI EXPRESS","PO BOX 8067",,,DOTHAN,AL,36304,42,,"MARIANNA INN & SUITES",,"2222 HWY 71",,,MARIANNA,FL,32448,42,5262900,6,09,SEA4200469,20,20,06/01/2017,10/28/2015,20,"Risk Level 1",
200,2010,"PATTERSON JIMMY LEE",SEAT,,"JIMMY LEE PATTERSON","2327 OLIVER ST",,,TALLAHASSEE,FL,32310,47,,"CLUB 100",,"140 ALEXANDER ROAD",,,LAMONT,FL,32336,43,850.576.7450,6,01,SEA4300027,45,20,06/01/2016,08/06/2015,74,"Risk Level 1",
200,2010,"JACKIN INC",SEAT,,"JOHNSON & JOHNSON INC ","P. O. BOX 157",,,MADISON,FL,32341,43,,"BURGER KING #23",,"1209 S JEFFERSON ST",,,MONTICELLO,FL,32344,43,3421050,6,01,SEA4300134,20,20,06/01/2017,04/20/2016,94,"Risk Level 1",
200,2010,"MONTGOMERY VILA JEAN",SEAT,,,"1540 HWY 90",,,"PONCE DE LEON",FL,324550146,40,,"SALLY'S SEAFOOD KITCHEN",,"1540 W HWY 90",,,"PONCE DELEON",FL,32455,40,850-836-4403,6,06,SEA4000078,20,20,06/01/2017,06/23/2016,50,"Risk Level 2",
200,2010,"WAFFLE HOUSE INC",SEAT,,"ATTN TAX DEPT","PO BOX 6450",,,NORCROSS,GA,30091-6450,710,770-729-5700,"WAFFLE HOUSE #942",,"15 SON-IN-LAW RD",,,BONIFAY,FL,32425,40,(850)547-2966,6,09,SEA4000128,20,20,06/01/2017,04/14/2016,42,"Risk Level 2",
200,2010,"JOSEY JO ANN",SEAT,,,"2269 BOSWELL RD",,,BONIFAY,FL,32425-7230,40,,"COUNTRY CHAT & CHEW",,"2269 BOSWELL RD",,,BONIFAY,FL,32425,40,850-547-1590,6,09,SEA4000143,20,20,06/01/2017,05/16/2016,36,"Risk Level 1",
200,2010,"SKIPPER LARRY K",SEAT,,"GRADYS SEAFOOD ATTN LARRY SKIP","1140 8 AVE",,,GRACEVILLE,FL,324402012,42,,"GRADYS SEAFOOD",,"981 6 AVE",,,GRACEVILLE,FL,324402215,42,(850)263-4247,6,09,SEA4200009,20,20,06/01/2017,06/15/2016,42,"Risk Level 2",
